;title;wage;companyname;location;date;companynote;joblink;jobskills
0;CONSULTANT BUSINESS INTELLIGENCE LYON F/H;;UMANIS;Lyon 9e (69);Postedil y a 1 jour;2,9;https://fr.indeed.com/rc/clk?jk=ae391e6a198735b5&fccid=7f5a14d62fba631c&vjs=3;['datastage', 'talend', 'power bi', 'modélisation', 'ssrs', 'ssas', 'business object']
1;Consultant(e) senior Talend;;Business & Decision;Nantes (44);Postedil y a 1 jour;3,2;https://fr.indeed.com/rc/clk?jk=e07cffbddfc7c0a6&fccid=d79003eff0d435ec&vjs=3;['talend', 'datawarehouse']
2;Emploi Consultant BI/ETL Rennes (35)- H/F;;Talan Solutions;Rennes (35);PostedAujourd'hui;;https://fr.indeed.com/rc/clk?jk=8bad5e8334e0cd69&fccid=f49523af1d02878e&vjs=3;['datastage', 'talend', 'sql', 'datawarehouse', ' ann', ' sql']
3;Project Manager Data Integration F/H;;Dogfinance;Courbevoie (92);Postedil y a 3 jours;;https://fr.indeed.com/rc/clk?jk=5eb610f8afc588e1&fccid=bebf31df1e0ec5ff&vjs=3;['talend', 'agile', 'anglais', 'scrum', 'scala', 'nifi']
4;DATA ARCHITECT H/F;;gfi;Orléans (45);Postedil y a 2 jours;3,0;https://fr.indeed.com/rc/clk?jk=04eb44777b8841c6&fccid=e463fc7104734a53&vjs=3;['agile', 'nifi', 'uml']
5;DÉVELOPPEUR BI H/F;;gfi;Lille (59);Postedil y a 2 jours;3,0;https://fr.indeed.com/rc/clk?jk=14f30796f9f8115f&fccid=e463fc7104734a53&vjs=3;['datastage', 'talend', 'sql', 'oracle', 'agile', 'nifi', ' sql']
6;Internship Application Developer BI - IBM CIC;;IBM;Lille (59);PostedAujourd'hui;3,9;https://fr.indeed.com/rc/clk?jk=641a10fc4cb15db5&fccid=de71a49b535e21cb&vjs=3;['datastage', 'talend', 'business object']
7;Alternance - Ingénieur de données H/F;;Enedis;Nice (06);PostedAujourd'hui;4,1;https://fr.indeed.com/rc/clk?jk=9ca3d19f2a60e35c&fccid=405a63022446a384&vjs=3;['python', 'sql', 'modélisation', 'vba', 'c++', ' sql']
8;Developpeur Salesforce F/H;;STINEPARTNERS;Hybrid remote in Colombes (92);Postedil y a 1 jour;;https://fr.indeed.com/rc/clk?jk=9c90d4a9b74d9eb3&fccid=d2047e1943eb0100&vjs=3;['qlik', 'talend', 'tableau', 'power bi', 'python', 'data lake', 'sql', 'agile', 'anglais', 'salesforce', 'data lake']
9;Consultant Amoa Data F/H;;SIDERLOG CONSEIL;Issy-les-Moulineaux (92);Postedil y a 3 jours;;https://fr.indeed.com/rc/clk?jk=39a942265671ca10&fccid=37281cb439fac85c&vjs=3;['sql', ' sql']
10;Concepteur Développeur SSIS H/F;;Apside;Paris (75);Postedil y a 1 jour;3,8;https://fr.indeed.com/rc/clk?jk=f6d1011a80024edc&fccid=c4b1242d6123e12e&vjs=3;['sql', ' ssis', 'nifi', ' sql']
11;Senior Data Warehouse Architect (All Genders);;Dailymotion;Télétravail in 75017 Paris;PostedAujourd'hui;3,9;https://fr.indeed.com/rc/clk?jk=f9f67a2f9e655808&fccid=26e916214f939c5b&vjs=3;['java', 'docker', 'python', 'sql', 'gcp', 'airflow', 'bigquery', 'scala', 'linux', 'bash', 'machine learning', 'nifi', ' sql']
12;DEVELOPPEUR(EUSE) BUSINESS INTELLIGENCE (H/F);;POMA;38340 Voreppe;Postedil y a 1 jour;;https://fr.indeed.com/company/POMA/jobs/Developpeur-8dbae92e3eb5ad9e?fccid=819cc568c7507284&vjs=3;['power bi', 'sql', 'modélisation', 'anglais', 'ssrs', ' ssis', 'ssas', 'data visualisation', ' sql']
13;Consultant BI - Talend F/H;;ADAYA CONSULTING;Serris (77);Postedil y a 3 jours;;https://fr.indeed.com/rc/clk?jk=6cc5dfb0ad090223&fccid=56772cf1b4e1f535&vjs=3;['qlik', 'talend', 'tableau', 'power bi', 'sql', 'microstrategy', 'bigquery', 'redshift', 'snowflake', 'datawarehouse', ' ann', ' sql']
14;Analyste Développeur Intégrateur (ETL, Talend) et spécifique...;;SECOURS CATHOLIQUE;Hybrid remote in Paris 7e (75);Postedil y a 6 jours;4,2;https://fr.indeed.com/rc/clk?jk=cc1b11615e78ce6a&fccid=171574d14dc8fba1&vjs=3;['talend', 'java', 'tableau', 'sql', 'agile', 'modélisation', 'salesforce', ' sql']
