;title;wage;companyname;location;date;companynote;joblink;jobskills
0;EMPLOI CONSULTANT BI/ETL RENNES (35)- H/F;;Talan;Rennes (35);PostedAujourd'hui;3,0;https://fr.indeed.com/rc/clk?jk=bfc609d53015867a&fccid=9b33f1f43112d3cb&vjs=3;['datastage', 'talend', 'sql', 'datawarehouse', ' ann', ' sql']
1;Développeur expérimenté en Business Intelligence H/F - IBM C...;;IBM;Lille (59);PostedAujourd'hui;3,9;https://fr.indeed.com/rc/clk?jk=e62069147c180bc4&fccid=de71a49b535e21cb&vjs=3;['datastage', 'talend', 'modélisation', 'business object']
2;Data Scientist (Green IT) F/H;;Antoine Van Eeckhout;Rillieux-la-Pape (69);Postedil y a 3 jours;;https://fr.indeed.com/rc/clk?jk=dc0aba8eeda940ee&fccid=6607c227cdd7ef69&vjs=3;['agile', 'modélisation', 'scrum']
3;Développeur ETL (H/F);;Insitoo;Lille (59);Postedil y a 2 jours;;https://fr.indeed.com/rc/clk?jk=54551fb80aaf2a12&fccid=8dfd3dd7e13d6913&vjs=3;['datastage', 'sql', 'snowflake', 'oracle', 'agile', 'modélisation', 'postgresql', 'nifi', ' sql']
4;Data Engineer H/F;65 000 € par an;Michael Page FR;Puteaux (92);Postedil y a 6 jours;3,5;https://fr.indeed.com/rc/clk?jk=73b159c3c95c6418&fccid=77087bd1709a8148&vjs=3;[]
5;Manager Data Science projets internationaux - CDI;;NonStop Consulting;Toulouse (31);PostedAujourd'hui;;https://fr.indeed.com/rc/clk?jk=a8f9ad579a46326d&fccid=32c19f8b5b83c862&vjs=3;[]
6;Ingénieur(e) Data;42 300 € par an;Agricultures & Territoires;Hybrid remote in Chambre (15);Postedil y a 4 jours;3,9;https://fr.indeed.com/rc/clk?jk=d3443e6a4f29c3e2&fccid=ae957ef0f6ad2ae0&vjs=3;['java', 'jenkins', 'docker', 'sql', 'jira', 'confluence', 'postgresql', 'mysql', 'linux', ' ann', ' sql']
7;Data Engineer H/F;;Autajon;Montélimar (26);Postedil y a 7 jours;3,2;https://fr.indeed.com/rc/clk?jk=a56e3a4511e6d84e&fccid=fa5799adf6016c9f&vjs=3;['aws', 'azure', 'sql', 'modélisation', 'datalake', ' ann', ' sql']
8;Consultant Business Intelligence H/F;;Assystem;Courbevoie (92)+ 1 lieu;Postedil y a 2 jours;3,2;https://fr.indeed.com/rc/clk?jk=5e53caceaa3f6afd&fccid=48961b7a8ac20637&vjs=3;['qlik', 'talend', 'tableau', 'powerbi', 'python', 'sql', 'oracle', 'anglais', 'tableaux de bord', 'mysql']
9;Consultant Formateur en Business Intelligence (F/H);;OCI Informatique;67000 Strasbourg+ 1 lieu;Postedil y a 2 jours;3,1;https://fr.indeed.com/rc/clk?jk=5d2662c88e644901&fccid=e3d78c5ec2c42db2&vjs=3;['sql', 'agile', ' sql']
10;Consultant ETL Confirmé F/H;;Keyrus;Hybrid remote in Bordeaux (33);Postedil y a 2 jours;3,6;https://fr.indeed.com/rc/clk?jk=ba38ff54a46ea3ee&fccid=19a55a04a564eae0&vjs=3;['talend', 'power bi', 'modélisation', 'data visualisation']
11;Data Engineer | Python - BigQuery - GCP | Pionnier du...;;Octopus IT;Télétravail in Paris 8e (75);Postedil y a 3 jours;;https://fr.indeed.com/rc/clk?jk=c16e79359454ba95&fccid=1aa26f8db5b2cecd&vjs=3;['talend', 'java', 'python', 'sql', 'bigquery', 'snowflake', 'datawarehouse', 'modélisation', 'mongodb', 'mongo', ' ann', ' sql']
12;DATA MANAGER F/H;;INFORMATIS T.S.;Paris 7e (75);Postedil y a 1 jour;;https://fr.indeed.com/rc/clk?jk=0e83655939da9c69&fccid=dd1a65ef01beccb2&vjs=3;['java', 'anglais', ' ann']
13;Senior Talend Engineer (H/F);;Business & Decision;Toulouse (31);Postedil y a 1 jour;3,2;https://fr.indeed.com/rc/clk?jk=c4288e2ec1bb1777&fccid=d79003eff0d435ec&vjs=3;['talend', 'datawarehouse']
14;Tech Lead BI F/H - Nantes;;Capgemini;Nantes (44);Postedil y a 3 jours;3,8;https://fr.indeed.com/rc/clk?jk=a058604063ebfed6&fccid=105ecfd0283f415f&vjs=3;['datastage', 'qlik', 'talend', 'tableau', 'power bi', 'spark', 'hive', 'sql', 'hadoop', 'datawarehouse', 'oracle', 'cloudera', 'modélisation', 'ssrs', ' ssis', 'ssas', 'spss']
