;title;wage;companyname;location;date;companynote;joblink;jobskills
0;DATAOPS DEVOPS H/F;;gfi;Courbevoie (92);Postedil y a 2 jours;3,0;https://fr.indeed.com/rc/clk?jk=6be9fc202af23ddf&fccid=e463fc7104734a53&vjs=3;['java', ' git ', 'jenkins', 'aws', 'azure', 'docker', 'ansible', 'api rest', 'datawarehouse', 'agile', 'terraform', 'anglais', 'scala', 'machine learning', 'tensorflow', 'intégration continue', 'datalake']
1;Développeur informatique Junior F/H;;LABORATOIRE NATIONAL DE METROLOGIE ET D'ESSAIS;Hybrid remote in Trappes (78);Postedil y a 2 jours;;https://fr.indeed.com/rc/clk?jk=a77f592604bc4520&fccid=11847440054bf695&vjs=3;['talend', 'java', 'jenkins', 'sql', 'anglais', 'mysql', ' php ', 'reactjs', ' sql']
2;Consultant BI (F/H);;Novencia;Lyon (69);PostedPubliée à l'instant;5,0;https://fr.indeed.com/rc/clk?jk=741f6f730b093596&fccid=7cce756ee5dd33e7&vjs=3;['tableau', 'tableaux de bord']
3;Responsable d’applications Business Intelligence;;OCP;93400 Saint-Ouen;Postedil y a 2 jours;4,0;https://fr.indeed.com/rc/clk?jk=c7f7831f545352b7&fccid=f4ce265923861f4c&vjs=3;['datastage', 'power bi', 'sql', 'snowflake', 'oracle', 'anglais', 'linux', 'business object', ' sql']
4;Développeur BI F/H;;Accenture;Nantes (44);PostedAujourd'hui;4,0;https://fr.indeed.com/rc/clk?jk=e3d6730568fce93d&fccid=a4e4e2eaf26690c9&vjs=3;['datastage', 'talend', 'powerbi', 'microstrategy', 'agile', ' ann']
5;Business Intelligence Engineer;;NTE2 FULFILLMENT SAS;Paris (75);Postedil y a 1 jour;3,5;https://fr.indeed.com/rc/clk?jk=3edc26dc707c16c8&fccid=fe2d21eef233e94a&vjs=3;['power bi', 'aws', 'python', 'sql', 'hadoop', 'redshift', 'machine learning', 'problem solving', ' sql']
6;Consultant BI décisionnel F/H;;TGS France Informatique;Beaucouzé (49);Postedil y a 1 jour;;https://fr.indeed.com/rc/clk?jk=174722512950ffa7&fccid=e0bc34ceb780c4b9&vjs=3;['talend', 'power bi', 'sql', 'snowflake', 'agile', 'mysql', 'scrum', ' sql']
7;Développeur SQL Snowflake F/H;;NEXTON CONSULTING;Paris 2e (75);Postedil y a 5 jours;3,4;https://fr.indeed.com/rc/clk?jk=4ec82b09cf24fc9e&fccid=0533c2edf28f1ff5&vjs=3;['talend', 'gitlab', 'tableau', 'sql', 'ci/cd', 'snowflake', 'jira', 'confluence', 'terraform', 'scrum', 'nifi', ' ann', ' sql']
8;Développeur TALEND F/H;;Scalian;Rennes (35);Postedil y a 1 jour;3,0;https://fr.indeed.com/rc/clk?jk=cfa3454f29c72801&fccid=57dcfcf9cd559fcc&vjs=3;['talend', 'java', 'agile']
9;Data Intelligence Manager H/F;55 000 € - 65 000 € par an;SEENOVATE;Télétravail in 75017 Paris 17e+ 3 lieux;Postedil y a 2 jours;;https://fr.indeed.com/company/Seenovate/jobs/Data-Intelligence-Manager-99c566503827db16?fccid=b2f5667ca7e16636&vjs=3;['talend', 'powerbi', ' r ', 'python', 'sql', 'oracle', 'modélisation', 'mysql', ' ssis', ' ann']
10;Ingénieur(e) Data;42 300 € par an;Agricultures & Territoires;Hybrid remote in Chambre (15);Postedil y a 4 jours;3,9;https://fr.indeed.com/rc/clk?jk=d3443e6a4f29c3e2&fccid=ae957ef0f6ad2ae0&vjs=3;['java', 'jenkins', 'docker', 'sql', 'jira', 'confluence', 'postgresql', 'mysql', 'linux', ' ann', ' sql']
11;Développeur ETL (H/F);;Insitoo;Lille (59);Postedil y a 2 jours;;https://fr.indeed.com/rc/clk?jk=54551fb80aaf2a12&fccid=8dfd3dd7e13d6913&vjs=3;['datastage', 'sql', 'snowflake', 'oracle', 'agile', 'modélisation', 'postgresql', 'nifi', ' sql']
12;Manager Data Science projets internationaux - CDI;;NonStop Consulting;Toulouse (31);PostedAujourd'hui;;https://fr.indeed.com/rc/clk?jk=a8f9ad579a46326d&fccid=32c19f8b5b83c862&vjs=3;[]
13;EMPLOI CONSULTANT BI/ETL RENNES (35)- H/F;;Talan;Rennes (35);PostedAujourd'hui;3,0;https://fr.indeed.com/rc/clk?jk=bfc609d53015867a&fccid=9b33f1f43112d3cb&vjs=3;['datastage', 'talend', 'sql', 'datawarehouse', ' ann', ' sql']
14;Data Scientist (Green IT) F/H;;Antoine Van Eeckhout;Rillieux-la-Pape (69);Postedil y a 3 jours;;https://fr.indeed.com/rc/clk?jk=dc0aba8eeda940ee&fccid=6607c227cdd7ef69&vjs=3;['agile', 'modélisation', 'scrum']
