;title;wage;companyname;location;date;companynote;joblink;jobskills
0;Analyste de données;;Arafer;Paris (75);Postedil y a 3 jours;;https://fr.indeed.com/rc/clk?jk=7d2d9363e986e222&fccid=879f3a4e253cd8af&vjs=3;['python']
1;administration environnement décisionnel H//F / Freelance;750 € par jour;LeHibou;Bordeaux (33);Postedil y a 30+ jours;;https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOan1X6IMiqIgbbWwOszPxrSkWVAci2ioDtAX1eR7SaDSzeVKkTYGWzcQdkoi3oDTKU3d0A2XTFSUXtFuUZr6NUm285A7fV9rqpcPscSfRun8mCGvy1Bmqie095R-SGH5FFOk7j-30QPef-IHtwc1gpFXcCisamPKYloNQBxrj6P6ck-FUovmJsMhW9ns65okDl94VNkpCpnh8VdPtMGb5xT-YUXIturw8CcS29x7tpgnzBV4r9pOVFumrtjv4Ezu0Z2_bClwSaqMJiV_vb3N16f4nUGGfVQAX_wxnGxEjhdSzvNfW--ZPKMkleFWc0YR1t3mxlaKQArS7YiIhZlLsQhE8ASBuwiqVrkRb4fMpMYMs8RUbVJHgKDD_WMglWDTQcr4l8fIhlQW7YmxT_1iG70Y3uY4YKiepzIHgDVm-RIVxKlgZXfDNzH4ZcuuzT-ksZ0m7rpcC8TJiY1aV9DvzNqupCDXkGaRmGCYd8qAX8slMdvJHzI1FPXOpqN9L1_-BJOTxKU7cOdcsftP-bZvFfEbtXP0gSp_84oLlxlRKjMMJd5ge9-x-bRvmfiRAK6zTNhA-Qd6WKmHBoiUOY2mb2gAXuyD6Kbvc6OujBmqpzlvgDRFi87e8vjQ=&p=1&fvj=0&vjs=3;[]
2;Expert NoSQL & Data H/F;;EDF;Hybrid remote in Nanterre (92);PostedAujourd'hui;3,9;https://fr.indeed.com/rc/clk?jk=4445e22f7846ffe8&fccid=0103fd28b454bd4a&vjs=3;['talend', 'java', 'github', 'tableau', 'powerbi', 'python', 'sql', 'agile', 'mongodb', 'linux', 'datalake', 'mongo', 'nifi', 'redhat', ' ann', ' sql']
3;BI ETL INFORMATICA / Freelance;;PUREVISION-IT;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOan1X6IMiqIgbbWwOszPxrSl3vPS9YBqUuQ_oGXEpgr3hfyL_EVDPxWHTViq5YlSPfMv0a6RDpVOTupt2ZuIGHO9-bV5jYkWltbGnsXe40oNn0qO0LcQ5r9pHaK6E71k8FNe8-y7aTh_IsXRieGeJ7XfQV2dvZ_A51bYRyoYhX6IddCATuXbYv2KZ1uCSs5TyuUviRlHS8gY6Jy_jdBi4Mme0r3jcxt9dCNZ2nYmvCIVE_6GMpZIJkd1A6zlJc2L3GcuSrAIxYJONmTt9_nmlykfBPFdyAMQjQUSmLI0aPh0DzxbOUqwBFh1s5_0JuE64-dgNxpVvPcpS8zppBkyg4hWq7O6w31blYBv0GTBmdkeouiUWGfrxsQyGBHby1U_sHua8kJLs_bAih1Cvn9H2i2SuQ1WI6cw8AUb_lHfrQWdo_kEkjSW0LSax1_Hf5HG3FEtbdCJRkf2KL-aut4j1FXjro9LwebGn8KhIGDST8ShZhhZrJGxDQn7uNluH1JFi7am21ZhROe3_mbrsU45lwEsVCJ5coiJK_egaE79_h-e7HQmR56qjp32W6EU8csHNjV1yO8d-r7w66ZFhUjOC1r8=&p=3&fvj=0&vjs=3;[]
4;Développeur ETL - Informatica H/F;;Keolis;75012 Paris 12e;Postedil y a 4 jours;3,4;https://fr.indeed.com/rc/clk?jk=b0429ad5939e169f&fccid=f04f421aef63b60c&vjs=3;['gestion des flux']
5;Data analyst Dataviz(F/H);;Digital Partners;75004 Paris 4e+ 1 lieu;Postedil y a 4 jours;;https://fr.indeed.com/rc/clk?jk=de5f7256c75e06ac&fccid=4f7c91e2885764ae&vjs=3;['datastage', 'qlik', 'aws', 'glue', 'db2', 'qliksense']
6;Data Scientist;;Boralex;Lyon (69);Postedil y a 14 jours;4,6;https://fr.indeed.com/company/Boralex/jobs/Data-Scientist-bf78ee031ba7c8b9?fccid=cd05a8ddb8e033aa&vjs=3;['tableau', 'python', 'sql', 'airflow', 'tableaux de bord', 'machine learning', 'gestion des flux', ' sql']
7;Un Développeur Fullstack PHP;;agena3000;Télétravail;Postedil y a 1 jour;;https://fr.indeed.com/rc/clk?jk=7d2dbab23550c948&fccid=02d5fd5aba053684&vjs=3;['java', 'agile', ' c# ', ' php ', 'intégration continue']
8;Ingénieur Développement ETL Informatica F/H;;WE+;Hybrid remote in Puteaux (92);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=c93ee59bf00328f3&fccid=6b352804ef725916&vjs=3;['oracle', 'agile', 'linux']
9;DEVELOPPEUR BI ETL (H/F);;Groupe Beaumanoir;Saint-Malo (35);Postedil y a 1 jour;3,0;https://fr.indeed.com/rc/clk?jk=f99baac30a259a8c&fccid=fb80d41d85012ad7&vjs=3;[]
10;Ingénieur BI et Big Data H/F;;Bouygues Telecom;92360 Meudon;Postedil y a 30+ jours;3,8;https://fr.indeed.com/rc/clk?jk=09c5ead582ee0cc3&fccid=aa1bd64e6087c10f&vjs=3;['hive', 'sql', 'hadoop', 'cloudera', 'hdfs', 'nifi', ' ann', ' sql']
11;Ingénieur données F/H;38 000 € - 42 000 € par an;GROUPAGORA;Clermont (60);Postedil y a 22 jours;4,0;https://fr.indeed.com/company/GROUPAGORA/jobs/Ing%C3%A9nieur-Donn%C3%A9es-F-H-e5ca04227d2ab0a0?fccid=4526a92960fb8693&vjs=3;['talend', 'sql', 'oracle', 'business object', ' sql']
12;Développeur ETL;30 000 € - 45 000 € par an;ZEN CONSEIL;Télétravail in 67400 Illkirch-Graffenstaden;Postedil y a 17 jours;;https://fr.indeed.com/company/ZEN--CONSEIL/jobs/D%C3%A9veloppeur-ETL-a10680bf1f90a2cc?fccid=e3991fb1aee051ad&vjs=3;['talend', 'java', 'sql', ' sql']
13;CONSULTANT ETL INFORMATICA - H/F;;Talan;Paris (75);Postedil y a 7 jours;3,0;https://fr.indeed.com/rc/clk?jk=487e052248fcf6d9&fccid=9b33f1f43112d3cb&vjs=3;['sql', 'datawarehouse', 'agile', 'modélisation', ' sql']
14;Analyste fonctionnel en valorisation des données F/H;;CNAV;Télétravail in Tours (37);Postedil y a 30+ jours;3,3;https://fr.indeed.com/rc/clk?jk=57739a34398227ed&fccid=0abb47180c61805f&vjs=3;['datalake', ' ann']
