;title;wage;companyname;location;date;companynote;joblink;jobskills
0;Développeur Talend H/F;35 000 € - 40 000 € par an;ACII;Orléans (45);Postedil y a 3 jours;;https://fr.indeed.com/company/Acii/jobs/D%C3%A9veloppeur-Talend-34b2db70f15083fe?fccid=afaabd11e62c2391&vjs=3;['talend', ' odi ', 'sql', 'oracle', ' sql']
1;Architecte Data H/F Lyon;;Capgemini;Lyon (69);Postedil y a 2 jours;3,8;https://fr.indeed.com/rc/clk?jk=9074d2809182f64c&fccid=105ecfd0283f415f&vjs=3;['qlik', 'talend', 'tableau', 'elk', 'python', 'spark', 'sql', 'oracle', 'agile', 'cloudera', 'anglais', 'scala', ' ssis', 'machine learning', 'datalake', ' sql']
2;Développeur Java H/F;35 000 € - 45 000 € par an;ACII;Lyon (69);Postedil y a 3 jours;;https://fr.indeed.com/company/Acii/jobs/D%C3%A9veloppeur-Java-e44ed8c891d1827e?fccid=afaabd11e62c2391&vjs=3;['talend', 'java', 'gitlab', 'jenkins', 'maven', 'sql', 'apache', 'tomcat', ' sql']
3;CONSULTANT BI H/F;;gfi;Orléans (45);Postedil y a 2 jours;3,0;https://fr.indeed.com/rc/clk?jk=c15532dbb7497c96&fccid=e463fc7104734a53&vjs=3;['talend', 'power bi', 'azure', 'sql', 'oracle', 'agile', 'modélisation', 'ssrs', 'ssas', ' ann', ' sql']
4;Développeur Python - (F/H);;OCI Informatique;69008 Lyon 8e;Postedil y a 2 jours;3,1;https://fr.indeed.com/rc/clk?jk=6ba5b9cf78d760d9&fccid=e3d78c5ec2c42db2&vjs=3;['python', 'sql', 'postgresql', 'linux', ' sql']
5;IS Developer Python (H-F);;OpenClassrooms Jobs;Télétravail in 75019 Paris 19e;PostedPubliée à l'instant;;https://fr.indeed.com/rc/clk?jk=a1cb0d4d9b932b0b&fccid=513cf17b439fe3c6&vjs=3;['aws', 'python', 'ci/cd', 'salesforce', ' ann']
6;Développeur informatique H/F;2 601 € par mois;Université Lyon 2;69500 Bron;Postedil y a 2 jours;;https://fr.indeed.com/company/Universit%C3%A9-Lumi%C3%A8re-Lyon-2/jobs/D%C3%A9veloppeur-Informatique-72245ab803bf0518?fccid=c82a7c97a6a1965f&vjs=3;['java', 'python', 'sql', 'modélisation', 'anglais', 'ldap', ' php ', 'uml', ' ann', ' sql']
7;Ingénieur Data H/F;;Groupama Supports et Services;Puteaux (92);Postedil y a 6 jours;3,6;https://fr.indeed.com/rc/clk?jk=3e9a84744d379a84&fccid=001c941b4bd131d5&vjs=3;['spark', 'oracle', 'scala']
8;Coordinateur Technico-Fonctionnel Talend F/H;;STINEPARTNERS;Hybrid remote in Colombes (92);Postedil y a 2 jours;;https://fr.indeed.com/rc/clk?jk=e1b36113ad905e18&fccid=d2047e1943eb0100&vjs=3;['talend', 'anglais', 'itil', 'salesforce', 'cobol']
9;Développeur ETL / ESB F/H;;SPIKEELABS;Rennes (35);Postedil y a 1 jour;;https://fr.indeed.com/rc/clk?jk=72720b09dcb3cd09&fccid=b3541018bd515cba&vjs=3;['talend', 'sql', 'anglais', 'postgresql', 'mysql', ' sql']
10;Consultant Data Management Services Senior (F/H);;Micropole;92300 Levallois-Perret;PostedPubliée à l'instant;3,3;https://fr.indeed.com/rc/clk?jk=2ccf597284425bea&fccid=14835f3a1d6bbbcb&vjs=3;['datastage', 'talend', 'aws', 'azure', 'gcp', 'modélisation', 'anglais', 'salesforce']
11;Analyste DATA et Pilotage H/F;;Groupe BPCE;Clermont-Ferrand (63);Postedil y a 3 jours;3,3;https://fr.indeed.com/rc/clk?jk=be65a4f3b9434ad7&fccid=68928fde239d7c6b&vjs=3;['tableau', 'power bi', 'sql', 'oracle', 'tableaux de bord', 'alteryx', 'data visualisation', ' sql']
12;Analyste développeur SQL H/F;;Septeo;Montpellier (34);Postedil y a 2 jours;3,8;https://fr.indeed.com/rc/clk?jk=6d4bcb09e6a219a1&fccid=c7775273791f52e5&vjs=3;['sql', 'oracle', 'agile', 'scrum', ' ssis', ' sql']
13;Analyste BI;;Jaguar Network;13016 Marseille;Postedil y a 3 jours;;https://fr.indeed.com/rc/clk?jk=cf7dc1f960b7a741&fccid=f4bae5057af00c6e&vjs=3;['talend', 'tableau', 'powerbi', 'sql', 'datawarehouse', 'modélisation', 'tableaux de bord', 'postgresql', ' sql']
14;Data Analyst F/H;;Voyage Privé;Aix-en-Provence (13);Postedil y a 3 jours;3,5;https://fr.indeed.com/company/Voyage-Priv%C3%A9/jobs/Data-Analyst-F-H-63fc9bb2f9100945?fccid=37029f0f039fb727&vjs=3;['github', 'gitlab', 'tableau', 'docker', ' r ', 'python', 'spark', 'sql', 'bigquery', 'apache', 'scala', 'elasticsearch', 'dataiku', 'yarn', 'nifi', ' ann', ' sql']
